200 5 T
#X       LINEAR                 LOG                      EXPONENTIAL             POTENTIAL
9.5     7.78579012542145     2.43708192402794         5.56129671845963        9.43241112987491
9.55    8.17620474091887     2.79274589541151         5.97932688314394        9.80712702513634
9.6     8.29458651554549     2.87634961401928         6.1261747058663         9.90974654644329
9.65    8.11930976108346     2.66626767643436         5.98022519636815        9.7186445012889
9.7     7.84053294271896     2.3526588282283          5.73164765235875        9.42397984415742
9.75    8.55190171187834     3.02916899688809         6.4740986940439         10.1193987094759
9.8     8.54815931023153     2.99054169590805         6.50233266984322        10.0996448157306
9.85    8.72593108086277     3.13340253604677         6.71298616929638        10.2613439767479
9.9     8.74389166261202     3.11642641975257         6.76474521916172        10.2631712961434
9.95    8.2042902351342      2.5418627863047          6.25987053025496        9.7073764124867
10      8.71096626656732     3.01355135956136         6.80221324691905        10.1977992470725
